[2025-06-01 12:02:28,108] 20 root - INFO - Initiate the data Ingestion
[2025-06-01 12:02:38,755] 65 root - INFO - Performed train test split on the dataframe
[2025-06-01 12:02:38,755] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-06-01 12:02:38,755] 75 root - INFO - Exporting train and test file path.
[2025-06-01 12:02:38,957] 84 root - INFO - Exported train and test file path.
[2025-06-01 12:02:38,964] 22 root - INFO - Data Initiation Completed
[2025-06-01 12:02:38,990] 26 root - INFO - Initiate the data validation
[2025-06-01 12:02:39,172] 32 root - INFO - Required number of columns:2
[2025-06-01 12:02:39,172] 33 root - INFO - Data frame has columns:31
[2025-06-01 12:02:39,172] 32 root - INFO - Required number of columns:2
[2025-06-01 12:02:39,172] 33 root - INFO - Data frame has columns:31
[2025-06-01 12:02:39,575] 28 root - INFO - data validation completed
[2025-06-01 12:02:39,577] 31 root - INFO - Data Transformation Started
[2025-06-01 12:02:39,577] 61 root - INFO - Entered initiate_data_tranformation method of DataTransformation class
[2025-06-01 12:02:39,578] 64 root - INFO - Starting data transformation
[2025-06-01 12:02:39,666] 48 root - INFO - Entered get_transformer_object method of Transformation class
[2025-06-01 12:02:39,666] 52 root - INFO - Initialize KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-06-01 12:02:39,700] 50 root - INFO - Enter the save_object method of main utils
[2025-06-01 12:02:39,705] 54 root - INFO - Exited the save_object method of mainutils class
[2025-06-01 12:02:39,709] 35 root - INFO - Data Transformation Completed
[2025-06-01 12:02:39,709] 37 root - INFO - Model Training sstared
